USA,CAN,MEX,COL,PER,BRA,CHL,ARG,GBR,IRL,NLD,BEL,FRA,CHE,ESP,PRT,DEU,POL,AUT,CZE,ITA,GRC,ROU,FIN,SWE,NOR,DNK,ZAF,TUR,EGY,ISR,QAT,KAZ,CHN,KOR,JPN,IND,PAK,THA,MYS,SGP,PHL,IDN,AUS,NZL
1.426775631,7.451396735,6.290699009,3.931053157,-0.494068676,11.32540184,-1.213694435,15.72758196,-0.760314381,-4.395744796,0.357911024,-4.893212773,2.477935978,-0.312507137,-0.919581442,-2.185227546,1.757369665,2.953536996,3.661588299,10.92194768,0.657704218,0.323484069,13.18843082,0.479731309,2.195215962,7.962765211,6.049415272,2.180057266,-3.293853562,-6.749455049,4.696201611,4.994150947,5.420041999,-3.856066315,-1.923876793,2.349162688,-10.29600573,-23.70561831,-3.121965064,-3.206093986,0.527564407,-0.384646426,10.2012276,2.28596502,0.469879513
-8.486465432,-3.90051612,-9.040390702,-16.21610642,-2.597523282,-8.266435296,-10.06734418,13.82614809,-6.602228816,-15.41713156,-13.18181406,-19.33625164,-10.18269206,-5.72417678,-10.77539074,-15.72549655,-8.268720666,-9.792331383,-9.356997873,1.768685589,-10.95158962,-17.48918222,-17.25499529,-12.99059159,-15.73786568,-6.743261863,-6.51319855,-9.69622163,-12.79177213,-9.289832101,-2.58703081,-1.05601415,-3.671052417,-13.00676446,-12.58199846,-7.148572518,-19.90175547,-0.129280773,-11.14850446,-9.031544311,-7.866629677,-16.88437041,-0.764199317,-6.487758071,-17.3065179
-1.439531932,-7.244211,-4.526208327,6.963114277,-16.5907205,-10.68171893,5.74014639,-19.60239565,-4.395869518,-19.85589953,-4.27252448,-8.695545691,-2.261666117,-0.828646059,-1.151915073,-3.770634664,-1.343794167,12.66962585,-9.623705501,-3.441744076,-4.8188533,0.334094158,-5.803555988,1.037666476,-1.149044088,-10.47007525,-3.012997644,2.632489765,27.98913792,-4.135628342,-7.606267013,-2.845447143,-11.77957568,2.878327288,-1.906207325,-3.703769218,6.421145627,-18.65166908,-13.64705179,-1.603068935,-0.924422682,7.945224582,-9.160041849,-7.309604651,1.190544632
1.084577374,-2.218551858,-4.512198671,-3.182118552,-7.636410991,-10.16560823,-5.86011701,-8.072165218,-3.501982801,-2.946479424,1.163376001,-0.557062081,-3.772734031,-3.200612055,-7.245267011,-7.466886583,-6.393712633,-13.69523503,-6.183258164,-9.26746787,-4.612660523,-8.561803798,-14.87631712,-5.830489612,-4.684347659,-5.448262019,-4.729593639,-5.002396207,-9.826947241,-9.551921906,-0.888893795,-12.03779116,-17.76287359,-9.644858781,-14.08677283,-4.261982296,-1.452904195,-19.48176045,1.343389306,-9.031354014,-8.229932113,1.904743848,-10.07571566,-4.355053448,-5.952618706
-9.552498564,-14.56519806,-11.76925166,-12.44210899,-15.66744484,-23.44612407,-10.78728297,-25.064134,-15.22734571,-26.42434762,-19.23451773,-25.72969914,-14.64739304,-10.50548961,-10.38129742,-9.481863956,-14.87528228,-13.90201806,-31.40319975,-15.94994232,-15.04311187,-15.21578203,-29.24726351,-24.39530021,-18.92083041,-30.67367527,-21.11517578,-15.26717724,-14.76748338,-17.22816067,-8.460862516,-10.19391302,-29.93092313,-22.26474931,-11.02196657,-11.53771951,-18.77398761,-3.556692953,-12.34447181,-9.182714133,-15.31253566,-6.67985717,-30.13218033,-17.67119666,-13.16700688
-17.27398404,-27.11545923,-30.84768978,-28.3359903,-36.21582838,-32.21912241,-25.78730156,-41.85057141,-19.13296635,-23.86345902,-25.28364988,-36.72775325,-22.58661587,-12.43913738,-25.44083188,-26.42190269,-23.14116858,-34.02305567,-37.21334131,-29.6165919,-23.77291525,-36.87546765,-32.0785461,-17.86589403,-26.82791675,-33.53255944,-25.84467724,-26.35562342,-34.44624437,-32.61761083,-17.96164397,-26.6563338,-23.5445013,-21.34984133,-26.29513844,-14.9541036,-28.64763166,-4.041740896,-33.18111808,-17.64184914,-29.1649838,-24.50141059,-39.87913756,-25.68214759,-22.60919355
-7.467733371,-5.735661738,-3.645572091,5.145802119,12.61633838,-9.300330863,-2.85596952,-1.835758769,-6.516327261,-18.76011496,-5.866373167,-10.46476382,-5.559936521,-9.179049064,-1.543014677,-2.46265302,-9.040290375,-11.92861176,-14.64965375,-6.881203113,-5.617085627,-9.924393531,1.868788306,-8.617573066,-3.728395218,-15.2107576,-6.907983783,-0.271440587,-10.51536145,-14.58147854,-8.015932642,-16.31012406,9.837354773,3.059226997,-17.0317994,-1.33649826,-10.75779709,3.111886564,-4.251059081,-1.296170749,-2.812270886,-0.667397275,-17.24821039,-7.440057775,-6.910591508
1.292762566,-2.772231686,4.669436428,8.953437334,17.24975747,1.895692311,2.654288404,-1.988973646,-2.878057765,-3.660274782,9.240960237,10.80876279,8.557096549,8.680065485,13.11725122,9.332907805,12.80190447,4.43983682,5.550675069,4.548939251,6.791208004,3.410714568,2.071814128,6.076639379,6.00905938,4.879668534,3.773570152,13.59622281,6.275855332,17.40662214,4.11817211,19.41916521,-4.786736751,12.44211356,19.81164109,8.130603583,9.69436684,-49.95406093,13.99618603,6.508644846,6.753918632,-1.208040715,21.6961099,6.340336955,5.368410868
-8.13451072,-3.479217477,-12.70409198,-6.117688786,-12.40653662,4.625456929,10.8290313,-3.989487296,-6.207754332,-6.26222057,-8.296312838,-1.345643744,-14.24794314,-12.14269338,-14.95981824,-5.793853596,-16.71088933,-24.90427363,-10.71856625,-18.00173036,-13.90867828,-7.554267221,-49.28795236,-15.98583175,-11.2466251,2.484727671,-2.215486083,-12.5633633,-9.603896361,-17.37815882,-2.676770042,-22.76987199,-16.97776483,-7.737850923,-3.892051911,-6.784348003,-2.000906458,-4.38766759,-3.995183054,-2.167584855,-5.560259275,-2.110645092,-10.67755962,-13.17308337,-8.402823549
-10.28784843,-8.58626765,-13.31851603,-6.979212774,-4.288115059,-2.942519242,-0.628545675,-13.12234113,-8.213175291,-12.56798158,-12.51014098,-9.21813936,-9.530580926,-10.66246901,-10.62150391,-8.040040489,-12.5757791,-20.40956143,-17.47044737,-14.24811781,-13.78847729,-19.01636074,-24.65855475,-18.37860815,-3.526421519,-7.857084892,-10.29094025,-6.588415379,-11.01004569,-6.464952702,7.459159054,-13.05466907,-2.4301773,-2.02562011,-17.75180954,-12.41844983,-10.40515986,16.55589691,-4.377931989,-1.271158121,-11.1696712,0.231480137,-7.302859002,-3.741998371,-9.997957285
8.532272726,9.403583227,13.64042479,2.855056725,27.01869918,10.72113232,3.125622992,1.752422751,3.686157436,11.11956694,4.191255272,6.76500057,8.259618531,8.279207759,7.395136458,6.360921157,10.56454099,14.62547824,24.61296332,19.84450957,6.93895782,16.71545412,37.92912532,13.79652857,9.425773744,9.269320963,1.319486452,17.52062829,8.487716503,14.52530849,1.02348932,12.44386235,12.45054788,13.11899597,26.34257039,2.12914417,12.11851816,23.46986443,3.482147047,0.310908703,8.370020455,8.675385182,19.80861918,17.75822698,17.99733811
9.559324446,13.92018124,14.50706092,18.6037776,1.432189283,20.17484475,7.601231605,7.582221789,12.56381886,13.87951445,12.75024811,12.73647106,13.2827622,7.706510652,16.40968319,10.58615464,17.13289019,26.27127971,9.961084991,18.08197145,19.11438273,24.61457995,26.61703441,28.25648429,25.44628668,12.78803352,18.29919713,11.54825764,29.64296226,23.0455576,4.174724557,15.43723171,16.0924699,9.189270795,21.37972467,9.58268002,19.50160249,7.550007587,18.93798638,16.04612731,17.46256083,6.922780029,30.87973578,11.21201872,9.804820097
5.483981238,21.24538869,17.21544197,20.43074336,18.6054205,22.05539577,19.28787231,1.773304235,13.85338044,-2.090969719,12.67729426,14.39520795,12.70977505,9.511837275,13.13019266,15.75254154,10.24118328,3.658763712,25.52003378,9.339326983,13.44121858,18.86625653,25.26726295,8.414160036,8.660249376,21.45171734,13.28893393,16.26938392,15.07630259,10.75601818,9.748156352,15.75965129,31.71188733,15.12734485,4.071776473,10.28804888,36.65983377,0.159129458,16.84682893,6.971599025,24.83896017,16.64899792,11.52499844,9.912174562,8.075722924
0.208557499,-5.413460089,0.934213224,6.771960243,-7.625452941,-3.959495131,4.901796135,25.03483838,-1.290712019,-4.428535233,-1.296704571,-1.827023331,-4.141622013,-0.964852755,4.026626548,-0.606560757,-3.448699376,4.604969604,-2.119545359,2.395424655,-3.789732795,-6.171899214,-0.617375707,-4.703029339,-0.176980594,-8.362233712,0.158235326,1.190806808,5.296687749,0.640846453,1.405713592,0.700770248,-10.73182267,3.99178247,-1.015915874,1.743535868,-2.191045355,-2.787291128,10.56452145,3.080376388,-0.502565782,-0.301802941,6.707295561,4.984403668,4.20972749
7.508999492,11.99840083,10.59166125,11.67344606,16.24059092,8.793230233,2.838077189,7.622014772,9.238366519,5.188180625,14.35851892,8.621147447,10.53150581,11.08588114,14.17379557,3.314882862,11.75007448,28.56702048,8.295818433,19.35679718,8.311708683,9.726862046,16.62751429,-0.190875153,17.89959825,10.68816758,7.13544713,5.090581563,20.73908953,9.918193104,11.84917621,3.683186275,13.29343853,11.73099031,18.58666154,4.250314435,8.891364929,5.813760803,3.902455838,10.28051329,15.5588782,16.25105682,19.52390766,10.20970529,9.09222085
3.442682872,-1.456937381,4.992842134,4.643703794,4.809558974,1.674744147,-4.456994795,12.75953483,5.49919617,5.307444093,5.967770409,10.32289266,7.913123126,6.475538387,6.180509475,7.262816271,4.13473973,6.321551161,12.42277787,1.567692334,9.300045914,8.409541259,9.326374738,8.390608344,5.363486007,2.642852572,7.894992491,5.636475784,6.088949973,9.621517225,-1.874339089,5.698828367,4.534439854,-7.366083283,1.140354887,3.901476876,-1.120609414,18.54044275,2.49082711,-0.047055382,-2.427262402,-0.718747079,-0.472754453,8.174322499,6.891460663
3.852999093,7.254718913,1.65368037,16.16594354,18.10040861,15.17616507,7.423297438,4.607840289,2.761034928,7.628924239,8.248822755,7.357815146,6.093229541,3.61624153,5.108669314,8.334392601,5.811069714,-1.740460719,6.064726811,1.396785916,7.308895402,11.53412246,4.343513989,4.154481732,0.852752689,11.27000966,2.030757109,2.98115547,3.320710626,1.683011323,0.518656663,3.210091933,5.429796567,5.039768331,12.03146159,-1.702000198,10.9828457,7.34344326,12.62585972,4.074795348,5.765708287,-0.256313616,9.993627223,11.61798799,7.818501231
-1.954739986,-5.140491721,0.469130143,-9.121657769,-3.97465437,2.746041471,0.76963023,7.597395971,1.269175965,-10.86245018,-1.981988721,-1.931164387,-4.014132231,0.455558424,-0.754927748,0.048599349,-3.997808747,6.614750451,-5.627152813,-4.247876921,-4.944270368,1.829582831,0.049118275,-7.984742197,4.589332751,3.490812871,-2.853941178,-1.217522468,-2.356326022,4.178939689,1.696832156,-2.579686793,4.982684388,5.256641154,-6.294377021,-2.525864003,-4.032518432,-2.687289578,-6.452468331,4.646372175,-0.788320019,1.609073485,-0.269231168,0.048824761,1.356731731
5.941831114,7.442288368,10.0177723,5.358195711,12.34439038,8.240053905,5.472171208,-1.259733461,2.900354015,3.838738445,2.056577635,3.741048089,3.966578245,1.662709274,4.476176769,1.41009667,5.131481497,8.49946108,1.240355416,2.479925449,1.386917976,-16.11811314,13.52154529,4.170493459,-0.03184025,5.79301598,3.223378248,5.4147678,-6.581444002,-16.12061866,6.044304116,-0.07515415,7.278760768,3.664929568,0.776191581,-1.033444992,8.403797867,-0.256760421,0.623154317,1.273940785,4.866482049,5.159665136,5.292683985,3.101354922,-5.018213469
